"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2026/02/16","Austrian Audio / OC16 単一指向性コンデンサー・マイクロフォン 販売: Rock oN Company","-36090","Amazon.co.jp","未分類","未分類","","0","au7dmDzXdDswTg5DaGR3sdC1HKueYbY70ulvaJynX4I"
"1","2026/02/16","Amazonギフト券・Amazonショッピングカードの金額","26851","Amazon.co.jp","未分類","未分類","","0","5Qi_BIbCBdsKGtnzMHOj82WDM2L1nQy71aqEn3XXe5U"
"1","2026/02/16","Momcozy M5 搾乳機 電動 ハンズフリー さく乳器 着用式コードレス 搾乳器 3モード・9段階吸引 軽量ポータブルタイプ お手入れ簡単 2個セット グレー 販売: root-hk","-26851","Amazon.co.jp","未分類","未分類","","0","w0XPQ8i9vB9kjlWPYSmsRXcWL-qATHXVz7G1drpCwak"
"1","2026/02/16","振込*シヨクギヨウアンテイキヨク","313318","麻梨奈SBI","未分類","未分類","","0","5cDrp44qEC4uqYuHUOsQeUqb4vNc6ZWU-JhtybtBEe8"
"1","2026/02/16","振込*シヨクギヨウアンテイキヨク","28370","麻梨奈SBI","未分類","未分類","","0","bxsrX2Ur6_MbVyU6_x81bIo8gDdO0YquXKL0khxBj5E"
"1","2026/02/15","マクドナルドモバイルオーダー","-130","d払い","食費","外食","","0","4knmzKKcs7q7cjn_tsucApQe2XpUr60LdzXuoeeWFEw"
"1","2026/02/15","マクドナルドモバイルオーダー(ポイント利用分)","130","d払い","未分類","未分類","","0","_t4_6cmkqeMKPsnTiUA4DnLeP8S6nmCNfx2jTX7TlMA"
"1","2026/02/15","カブシキガイシヤポピンズ","-14214","楽天カード","未分類","未分類","","0","ti-WIiBytM-qOLwWbW-lLaVaTnyKBQSNT5t5ltUgYiU"
"1","2026/02/15","SQ*ウイム","-7000","楽天カード","未分類","未分類","","0","epOG4XlUaYxDqwik_reLURQA44s3h6Y7RbT7po1vtpc"
"1","2026/02/15","QP/マイバスケツト","-139","VIEW CARD","食費","食料品","","0","XX83lZUtO_t-iYMizHKW4yWd6ZGNnSCZAzGmwcOBLYc"
"1","2026/02/15","Amazonギフト券・Amazonショッピングカードの金額","13970","Amazon.co.jp","未分類","未分類","","0","RueKnpR7mqUCRGwcHtizJixT-yf6VX13otTjTDQJSes"
"1","2026/02/15","仮面ライダーリバイス 変身ベルト DXキメラドライバー&ジュウガドライバーユニット 販売: 009.y.shop","-13970","Amazon.co.jp","未分類","未分類","","0","2hQmWwnB68EsxcEgHovDaCYUe9piY_vzfyWoy1IbULA"
"1","2026/02/15","GU MODE楽天市場店 クーポン利用(【五の付く日限定】全商品対象 12%OFF クーポン)","2016","楽天市場(my Rakuten)","未分類","未分類","","0","54SkM2gaQsHSntM02IsKHI3FgSMvAYp8cDXnNXYrgr8"
"1","2026/02/15","GU MODE楽天市場店 【本日!12%OFFクーポン】【楽天96冠】【実用新案取得】ベビーサークル 7ways 置くだけ ベビーゲート キッズパーテーション ベビーフェンス ベビーベッド ドアロック ガード 収納棚 安全倒れない GU MODE 70*120 160*120 180*200 140*200","-16800","楽天市場(my Rakuten)","日用品","子育て用品","","0","PmxrOTZC8kfdqL7vrOLKGebD1e6HjphYrsdYO3S1eBI"
"1","2026/02/14","QP/コカコ-ラジハンキクイツクペイ","-170","VIEW CARD","食費","食料品","","0","ZixUOzv2pLFTDp3oltW0-emQradz8sudfaXRXW750oc"
"1","2026/02/14","QP/カミサトサ-ビスエリア","-1462","VIEW CARD","食費","外食","","0","MKbeCTjCeZxin8QAru5DzvwGpSYSWyJ_ue_lQnurtVs"
"1","2026/02/14","チャージ","-10000","PayPayカード（旧ヤフーカード）","現金・カード","電子マネー","","0","J29xnaZxx7mOcJ-CwFU7BLctkZXJGSuNGFm9j5_eRtQ"
"1","2026/02/13","トウキョウエキグランスタ","-4990","楽天カード","食費","食料品","","0","FdnhxNQ0McaUikSeYLtXi12PZdvxs1daGkqI8OoNUok"
"1","2026/02/13","津田沼駅 オートチャージ(モバイル)","-5000","VIEW CARD","現金・カード","電子マネー","","0","8JjlSSiSoquMKNdQjKOt6H0j3wRAk-7Kq7UNOIrk2Ik"
"1","2026/02/13","アマゾン JP マーケットプレイス","-5390","MB","その他","経費（仕入","","0","EGUJVLCCRrhqKH88ceJscjHa8CVIXzqqLuwly7yfgy4"
"1","2026/02/13","OPENAI *CHATGPT SUBSCR","-3501","MB","未分類","未分類","","0","a8DPqjTMkisypZcxgyWGO1UqiEClkm4ivU9P3t2bF_8"
"1","2026/02/13","JR東日本モバイルSuica","-3000","麻梨奈三井住友カード","交通費","電車","","0","HO56vf3ZkPjiG-q545JOVA59TIWnkQn1bF1Q5WgltT8"
"1","2026/02/12","イト-ヨ-カド- キハ","-270","楽天カード","食費","食料品","","0","HP9WvcajVdEn2-1It6nw2UFrWvQQmhMNBU0XOzwfFAk"
"1","2026/02/12","イト-ヨ-カド- キハ","-2673","楽天カード","食費","食料品","","0","LQMAWa6VAHWpUkAwBj-3LW5VNj3MfW82yrwRaLISgM8"
"1","2026/02/12","イトーヨーカドー","-1413","楽天カード","食費","食料品","","0","v1GWtEPAsJVWHHZjPzHG9bknMQEPHhbalcDhBiUObhc"
"1","2026/02/12","ラクテンモバイルツウシンリヨウ","-2141","麻梨奈三井住友カード","未分類","未分類","","0","Jro_46LYlTxHD7lbDVuDEiuWXxYUWb3BTEUvZsxRfv8"
"0","2026/02/12","SBI証券投信積立サービス","-50000","麻梨奈三井住友カード","未分類","未分類","","1","ZRzsUcFHuuLmArUgltQPcj0bDdoR2fiiT5N_C_akSls"
"1","2026/02/12","Amazonギフト券・Amazonショッピングカードの金額","1898","Amazon.co.jp","未分類","未分類","","0","2-j1DLB3zcJRmYdWnw1lv-NTQw3LpfDf-nFlLGbGSGM"
"1","2026/02/12","UHAグミサプリ 【まとめ買い】グミサプリ 鉄 20日分(40粒) グレープ味 3個セット(60日分) 販売: 通販できるみんなのお薬(みんなのお薬)","-1898","Amazon.co.jp","未分類","未分類","","0","K8v0xAt-M7TFhwrL2e9IP6pJ8eaDGw-Uh8182CPXPVI"
"1","2026/02/12","Amazonギフト券・Amazonショッピングカードの金額","3580","Amazon.co.jp","未分類","未分類","","0","kbTfEVjIrkHq2Hhq-0-Ez3uv6eEqKKNB4y_Y_A0uHlM"
"1","2026/02/12","K&F CONCEPT OSMO Pocket 3用磁気式フィルター 広角レンズ 広角120°撮影範囲 倍率0.72X 広角フィルター 磁気吸着 装着便利 AGC光学ガラス 28層ナノコーティング 防水防汚 販売: K&F Concept メーカー直営店","-3580","Amazon.co.jp","未分類","未分類","","0","OwC7EEXPYrAC9tMYPy9ej37YjY9t89SsSYFvPs_rAVs"
"1","2026/02/12","ATM セブン銀行","30000","麻梨奈SBI","未分類","未分類","","0","8XQwBa4oUhyXGmeM69yR-LPUBwH6X9WrigiwQprcQQc"
"1","2026/02/11","Amazonギフト券・Amazonショッピングカードの金額","40799","Amazon.co.jp","未分類","未分類","","0","g0_XnycJZ_5_j3TQLXgPvZqpLt90mwEI15lMhvf0Qrk"
"1","2026/02/11","[カシオ]CASIO 腕時計 G-SHOCK ジーショック SKY COCKPIT タフソーラー MULTIBAND 6 GW-3000M-4AER 電波時計 メンズ[逆輸入] 販売: セレクトショップR.T.C","-40799","Amazon.co.jp","未分類","未分類","","0","lYe7VbHiQvvRj0pCSWlf4uYWCVqCM-LoCIDV4MJGunI"
"1","2026/02/11","たまひよSHOP","-10800","麻梨奈三井住友カード","未分類","未分類","","0","wdsQOTrGziFlDBBCuye9utmYwr9NfvyqDmC2Hy7gyLM"
"1","2026/02/10","クスリノフクタロウチヨウザイ","-820","楽天カード","日用品","ドラッグストア","","0","NwpeY-fhe69SQjmxrgX1tc_4yuvn3udxEZw-mNEa4gQ"
"1","2026/02/10","西友","-3122","楽天カード","食費","食料品","","0","UohSqpX0gmDtvgacZxkZTXuluAuFBbsDPvftR-1GyqE"
"1","2026/02/10","QP/マクドナルドカナマチキタグチテン","-150","VIEW CARD","食費","外食","","0","MYLndtATRk5-8_SRdjcVoBJAEizSjqlu4Z4nqleAQtc"
"1","2026/02/10","手数料 FB基本料","-1100","【法人】城北信用金庫","その他","雑費","","0","X22VPbwwyCVBLifWfjgZzvBokTnuflzAr8MNDxU6t2Q"
"1","2026/02/10","HAIR RESORT AI 秋葉原店","-2200","MB","衣服・美容","美容院・理髪","","0","YHKwMhSJMgtSNJ_Wm-FWSUyGWIG_vUnn8sMhQ_rX8pc"
"1","2026/02/10","家族アルバム みてね","-242","麻梨奈三井住友カード","未分類","未分類","","0","a5m6q-SAPvKp7LD-h4HMKKUT8JmzOlnLwhVa2TB9CPk"
"1","2026/02/10","1月分 KDDIご利用料金","-1979","麻梨奈三井住友カード","通信費","携帯電話","","0","oddMbXLB8z2Ju8pFS8F9vZj0fdfhI7xyimlUZ3kflsU"
"0","2026/02/10","口座振替 アメリカン・エキスプレス","-451662","SBI銀行","現金・カード","カード引き落とし","","1","l8AEq8yia9VJguUbRCGFIklwhqwg-5eZ1UOjPd4GLmc"
"1","2026/02/10","ニトリ 送料","-2200","楽天市場(my Rakuten)","日用品","日用品","","0","lUJ6XLxdp-ecv7stR1d4GzKthI3kq2BCS5ZYFStNDg0"
"1","2026/02/10","ニトリ 通気性の良い敷布団 (Nブレス プラスエア) マットレス ニトリ 【玄関先迄納品】","-39990","楽天市場(my Rakuten)","特別な支出","家具・家電","","0","wgKKsoUZoP_2NWqCL5-wgtaxuRxYk6UpVhnf_Wy6xsw"
"1","2026/02/10","ニトリ 両面使えるベッドパッド&のびのびマルチすっぽりシーツ3点セット (B2202) ニトリ 【玄関先迄納品】","-14990","楽天市場(my Rakuten)","特別な支出","家具・家電","","0","BXLwvFzxldrVGVu-zGFjGxhqu5RkCRrvQbg1fBBU2no"
"1","2026/02/09","マイバスケツト","-214","楽天カード","食費","食料品","","0","4-azOv8NBQhy4QirkZMe-u8ptXai_bcRfXvxB_943bM"
"1","2026/02/09","アカチヤンホンポグランツリ-ム","-1562","楽天カード","日用品","子育て用品","","0","a4fwKpluiYy15GaRbjyW2DIguoE4xVco_rYWActetPQ"
"1","2026/02/09","イト-ヨ-カド- グ","-1908","楽天カード","食費","食料品","","0","W-af3uAA0n5mULyHtCKGYNXGtxuy7RF40DFW6T_HdME"
"0","2026/02/09","AMAZON.CO.JP","-150000","VIEW CARD","教養・教育","書籍","","1","DnHmTfj52zpF0fBV4fpGnAl3PIILlCeAQg7_ycvq55s"
"1","2026/02/09","口座振替 HC)ニホンジユウタクローン","-130668","SBI銀行","住宅","ローン返済","","0","ttTHCGJuqM8wHgXtabMOfXdS8o4FdcCs7uxvD83JRBE"
"1","2026/02/09","Amazonギフトカード チャージタイプ","-150000","Amazon.co.jp","現金・カード","電子マネー","","0","M1n003AApZbjsY-uxG5CbOyN-pHMv-feoP2Yu5ztvmc"
"1","2026/02/09","振込 コウトウクジドウテアテ","30000","ゆうちょ銀行","収入","その他入金","","0","-ZLCsvzDJ08LZavo6e5Ul7Tnn8bBrzQArH1htJcRhIs"
"1","2026/02/09","振込 コウトウクブツカダカタ","20000","ゆうちょ銀行","未分類","未分類","","0","Jsygu_v4swwz29LGpWqB_y-iCp9zd8Ff2FlvlpKRPO8"
"1","2026/02/08","マクドナルドモバイルオーダー","-130","d払い","食費","外食","","0","uzuiofkcT6N6pct1b1YIFpFifWFrpTLhHeSgwaOgQ_g"
"1","2026/02/08","マクドナルドモバイルオーダー(ポイント利用分)","130","d払い","未分類","未分類","","0","0XpXmoc0k0PNgtlyIl6EN92motfo5nl9Bt-TAUjKe7g"
"0","2026/02/08","楽天24 コスメ館","-1940","楽天カード","衣服・美容","化粧品","","1","qUoaJhJThRhjo-Q_1_ir_KRNUEMpFAB6Z2zoxnbpAKw"
"1","2026/02/08","Amazonギフト券・Amazonショッピングカードの金額","2591","Amazon.co.jp","未分類","未分類","","0","I_Yc8sLam9b-91N5Vv4oQa1u19Nszc7VZaZCx_JTBzQ"
"1","2026/02/08","UHAグミサプリ 【まとめ買い】グミサプリ 鉄 20日分(40粒) グレープ味 3個セット(60日分) 販売: 通販できるみんなのお薬(みんなのお薬)","-2591","Amazon.co.jp","未分類","未分類","","0","r8PgwHcP0m7Jral0uV50Zjh9383m-e-XwGNLER46N38"
"1","2026/02/08","Amazonギフト券・Amazonショッピングカードの金額","2591","Amazon.co.jp","未分類","未分類","","0","ixqoPeABnt84TRhQY7aT2DE-6xgE7YE-JFc2AE6xg0A"
"1","2026/02/08","UHAグミサプリ 【まとめ買い】グミサプリ 鉄 20日分(40粒) グレープ味 3個セット(60日分) 販売: 通販できるみんなのお薬(みんなのお薬)","-2591","Amazon.co.jp","未分類","未分類","","0","gtyQOumIxLoJdh7dvNkXDDO9rHHiFdLM1njl1z41R1Q"
"1","2026/02/07","マクドナルドモバイルオーダー","-1660","d払い","食費","外食","","0","SeKE8p2KQrb2w5CkL7UYHYdrjQKHX-kUn_7PNzpNyaY"
"1","2026/02/07","マクドナルドモバイルオーダー(ポイント利用分)","1660","d払い","未分類","未分類","","0","bOKWLkJxNbdi5qNul3uEWqTGkOo9mJjo4c1SLdxx8w4"
"1","2026/02/07","カブシキガイシヤポピンズ","-13838","楽天カード","未分類","未分類","","0","8_KxcExMtLWWijIU5aJY88MdLngT4lN8G3jztiuLnsU"
"1","2026/02/07","QP/フアミリーマート","-480","VIEW CARD","食費","食料品","","0","Kb55uwp4q0qmmQunauNs7CzciaEudU0iidKx2x3OEsE"
"1","2026/02/07","豚とバラの日々/PG","-12040","VIEW CARD","未分類","未分類","","0","Shvjg288UKf5xevogDZrGP7Bm7MgbWJ1zTnhIUiAnhk"
"1","2026/02/07","ナンバーアリア","-6700","VIEW CARD","未分類","未分類","","0","_cbpNsB_-giut7A46Qv5voRGt84erWZosooOBCD8jvc"
"1","2026/02/07","楽天24 コスメ館 送料","-400","楽天市場(my Rakuten)","衣服・美容","化粧品","","0","ar4jnOgtR0LFR3CmynrNiSA0H_3jx9aiQ_OtnCThAFw"
"1","2026/02/07","楽天24 コスメ館 【1種類を選べる】ケイト リップモンスター(3.0g)【KATE(ケイト)】[KATE ケイト リップ 口紅 落ちにくい 高発色 保湿]","-1540","楽天市場(my Rakuten)","衣服・美容","化粧品","","0","LmnfeozANchHZdy-ZVizLDzBS3yIWHrE4aebwzuI83s"
"1","2026/02/06","マクドナルドモバイルオーダー","-270","d払い","食費","外食","","0","u5A3uIv0e4trXeKfXyRf8-40Q_B191R1xIXz7eNwud4"
"1","2026/02/06","マクドナルドモバイルオーダー(ポイント利用分)","270","d払い","未分類","未分類","","0","Metd_A-5Z4fA3ci5iz0OtzfWDk1SMwh2jW1zYHK_q8c"
"1","2026/02/06","リムジンバス ウエブ","-2400","楽天カード","未分類","未分類","","0","bQuF8JuFbVLDZla8csmfLSuZjKwWAl0kl1YjCa7HINc"
"1","2026/02/06","QP/ケンタツキ-フライドチキン","-2700","VIEW CARD","食費","外食","","0","IpdkFPW8QlyOod7kI2tGPJMe5WXE-_3_GJlp4FCKArw"
"1","2026/02/06","Amazonギフト券・Amazonショッピングカードの金額","16999","Amazon.co.jp","未分類","未分類","","0","q9tS59b6mj9LQ5-YotxtRFuoBiLSrZQP-hWs92JfhHg"
"1","2026/02/06","DJI FPV送信機 3 カメラドローンアクセサリー Neo/Avata 2 /Goggles 3対応 販売: ★Re.load★インボイス対応","-16999","Amazon.co.jp","住宅","ローン返済","","0","7ewwPb9udQdpLqPdNTbhQLQuFPzp5SvqcxTc48eW15Q"
"1","2026/02/06","Amazonギフト券・Amazonショッピングカードの金額","7349","Amazon.co.jp","未分類","未分類","","0","98r9HccaIXXEdrIQ4VNNZe6LpZ1OS3FBsNW9Zy_Oltc"
"1","2026/02/06","YUNZII X75 ホットスワップメカニカルキーボード 透明なキーキャップ ガスケット装着75キーボード RGBバックライト付き ゲーミングキーボード Windows/Mac対応(クリスタルホワイト軸、有線ホワイト) 販売: YUNZII Keyboard","-7349","Amazon.co.jp","水道・光熱費","ガス・灯油代","","0","cEb2BtxRb7iq0gllw5NPqHZSyj7BYBtGD7bmFvbzLDw"
"1","2026/02/06","Amazonギフト券・Amazonショッピングカードの金額","46800","Amazon.co.jp","未分類","未分類","","0","VUZA61r8FnCOxv-PDkYYoHIGGwJwvJoVvA2r6W5L3kQ"
"1","2026/02/06","HUAWEI WATCH D2 ウェアラブル血圧計LCA-B10:ブラック 販売: Amazon.co.jp","-46800","Amazon.co.jp","未分類","未分類","","0","cdaZVjU41-V-fv7GIN8y49dI2lUuIrjdZ_Z3o-gY0u4"
"1","2026/02/06","Amazonギフト券・Amazonショッピングカードの金額","7700","Amazon.co.jp","未分類","未分類","","0","g-rxkVbwLJEZ7wthxmoInDEksxK1pJzcURo4IMxyVOA"
"1","2026/02/06","妖怪ウォッチ3 スシ/テンプラ バスターズTパック - 3DS 販売: トイズかめた(定休日:毎週火曜、毎月第一水曜)","-7700","Amazon.co.jp","食費","外食","","0","zqJUsruEtB9Vq0Iyv77G1K4Bj5AQr5i_m2GpUKY0Fws"
"1","2026/02/06","Amazonギフト券・Amazonショッピングカードの金額","34980","Amazon.co.jp","未分類","未分類","","0","vLgYY5b4buhDQsTf3l19s1IK97DtkxEN3RbIa49CcyQ"
"1","2026/02/06","ORDRO EP8 最新型 Vlog 4K ビデオカメラ ウェアラブル式 ビデオカメラ FPV設計 二軸防振搭載 WI-FIアプリ制御 長持ちバッテリー 画面方向切り替え[Ordro公式] (黒) 販売: Ordro公式","-34980","Amazon.co.jp","未分類","未分類","","0","pkawg6PrspJvQD79Rsl3I6NhXc4bZl8uGdq8txRTwK4"
"1","2026/02/06","Amazonギフト券・Amazonショッピングカードの金額","10860","Amazon.co.jp","未分類","未分類","","0","AynXhYCr-XF76ste5KsZUSEdkugTCD-FGas4__v9hkg"
"1","2026/02/06","Razer Pro Click Mini ワイヤレス マウス 2.4GHz Bluetooth 静音 メカニカルスイッチ 無線 12,000DPI Razer 5G光学センサー 7ボタン 【日本正規代理店保証品】 RZ01-03990100-R3A1 White 販売: Amazon.co.jp","-10860","Amazon.co.jp","未分類","未分類","","0","qDYrLGNNM_q3DTzsXVUau-copjRG69nM19XN6Eb1NRA"
"1","2026/02/06","Amazonギフト券・Amazonショッピングカードの金額","12980","Amazon.co.jp","未分類","未分類","","0","O4JHEA2rTSgFvaVodPk4zzEVkQs4YXEVyTnsvJhMw90"
"1","2026/02/06","カロッツェリア(パイオニア) カーオーディオ FH-3100 2DIN CD/USB 販売: Amazon.co.jp","-12980","Amazon.co.jp","未分類","未分類","","0","keIaeuTqM2kr0Qj7FXxvkb6tyg1IFYAS9MGC-tCnf18"
"0","2026/02/06","普通 円 代表口座","30000","麻梨奈SBI","未分類","未分類","","1","ghaIgZOdyF9m6fsRkXNG80GQnChhtfgRrh-CF65-FJY"
"0","2026/02/06","普通 円 あおと","-30000","麻梨奈SBI","未分類","未分類","","1","3yNqjvUt8pso5kGXQB1nc1BS2S6XSbAJrKtZfuF3EF0"
"1","2026/02/05","マクドナルドモバイルオーダー","-310","d払い","食費","外食","","0","KL-RQkNaNkwlR27cKKgyooF_I3Dib7TntPHrwMKhpGU"
"1","2026/02/05","マクドナルドモバイルオーダー(ポイント利用分)","310","d払い","未分類","未分類","","0","zX64DgOyJr_-zi6mf1cWi17nnegiZCMicRZpfLwRgE8"
"1","2026/02/05","西友","-3913","楽天カード","食費","食料品","","0","BrOcULBerMamlHy-sn5Tvt0SDxx0eM9w5h0hCgsxiXA"
"1","2026/02/05","FAMILY CLUB online","-3900","麻梨奈三井住友カード","未分類","未分類","","0","e6HUBxuoksKShx_dgM2CLX8ffITa3ukz1JfNu5hl5uE"
"1","2026/02/05","Amazonギフト券・Amazonショッピングカードの金額","7980","Amazon.co.jp","未分類","未分類","","0","moAw9gwtno-RVLNljErGikawsV93pONeKK_WXlXdc44"
"1","2026/02/05","【スカルキャンディー公式ストア】 ワイヤレスヘッドホン HESH EVO 【オリジナルステッカー付き】 (BONE WHITE) 販売: スカルキャンディー公式ストア","-7980","Amazon.co.jp","未分類","未分類","","0","s8_q_jSZoJSzjCpTlpho4qhjSqH-0ogAoGqXSoupIfE"
"1","2026/02/05","全日空 国内スマート Eチケット イン","-3600","MB","交通費","飛行機","","0","U43m51gUQa7sjCuI9Amhiwju4BZBMIKSifjznlRtHOY"
"1","2026/02/04","ローソン猿江二丁目","-1840","d払い","食費","食料品","","0","fbMUht-FtxGb0DC1yDxUsIjOEE9t2xA11RYLwy9krq4"
"1","2026/02/04","ローソン猿江二丁目(ポイント利用分)","1840","d払い","未分類","未分類","","0","Fd015al1goj0r-7FwIobYcNAzkaZwxocQ8ml1NtnMNs"
"1","2026/02/04","ライフフカガワサルエテン","-2204","楽天カード","日用品","日用品","","0","ApKXnzm0NdgKaQC0ASbD9CCtLeeZxLk4P4rhyeH13Cg"
"1","2026/02/04","キユ-テン","-1890","楽天カード","衣服・美容","化粧品","","0","hPFYONI9fMOaeuXnVRRfdZKL_guqMeKnyZBPIsh59WA"
"1","2026/02/04","ニトリ","-2490","楽天カード","日用品","日用品","","0","ArOshgByza_vJ8lv-CBJBonTxHLq4xz4zXVGZGatcPc"
"1","2026/02/04","QP/ローソン","1840","VIEW CARD","未分類","未分類","","0","-kd-X03x059RwyjM5ra4ZSTvbRL_qv5ESsa3A7Dg3_E"
"1","2026/02/04","QP/ローソン","-1840","VIEW CARD","食費","食料品","","0","-dyEgJXXBr2p2ofGW0wj0PzWf-rIxECR7CQQ_R3TAkI"
"1","2026/02/04","Amazonギフト券・Amazonショッピングカードの金額","45502","Amazon.co.jp","未分類","未分類","","0","eGwAA0HNdOTjbXrMB9yGbRdg2pqxAbu3RbScs76u3sQ"
"1","2026/02/04","共立電気計器 (KYORITSU) キュースナップ・漏れ電流・負荷電流測定用クランプメータ KEW 2413F 販売: Amazon.co.jp","-45502","Amazon.co.jp","水道・光熱費","電気代","","0","HPviiet4CbjIdWZfYTtKr7etM01PPyF7cAP_D3Gb-nI"
"1","2026/02/04","Amazonギフト券・Amazonショッピングカードの金額","154000","Amazon.co.jp","未分類","未分類","","0","Dnnl88gVVmJqGqj0DP8ETlqDpK6b6I-aaNPJ8xtRyu4"
"1","2026/02/04","[カシオ] 腕時計 オシアナス 【国内正規品】 日本製 Manta Bluetooth搭載 電波ソーラー サファイアガラス OCW-S7000D-7AJF メンズ シルバー 販売: Amazon.co.jp","-154000","Amazon.co.jp","未分類","未分類","","0","Nat69j8H2KEQjHoopo-WQYFTvd7N88tNNz2qfIKNaaA"
"1","2026/02/04","Amazonギフト券・Amazonショッピングカードの金額","5600","Amazon.co.jp","未分類","未分類","","0","Hk1rDHSi4XbJFA9QwKZEMWoxD2u1TwnuBU8CHeMsD64"
"1","2026/02/04","ブラウン オーラルB D6015253P 販売: しまうま堂 本店","-5600","Amazon.co.jp","未分類","未分類","","0","auJ7hEih-sDrux8AF-UyUgXeNid_OJUZgn-ENB0e-IQ"
"0","2026/02/04","口座振替 ビューカード","-831728","SBI銀行","現金・カード","カード引き落とし","","1","AWM3XoVvTgP5JRUzYSzbnjS6hPG2Sw2G-AE1rPbDkMA"
"1","2026/02/03","配送料値引き","500","Amazonビジネス","未分類","未分類","","0","2elFz0PtVzxV9onZHv-ONnaUmdZupuVFnHwwtaJVso8"
"1","2026/02/03","配送料","-500","Amazonビジネス","未分類","未分類","","0","_qfwrPvOmdiV-iTWuICKMMFQUzzhKbBXd68RwCNgw7Y"
"1","2026/02/03","レキシリス.ブラック スカルプローション (100ｍL) ヘアトニック 頭皮保湿ローション (ふけ/かゆみ/育毛) 無香料/薬用 医薬部外品/サロンクオリティ","-4100","Amazonビジネス","未分類","未分類","","0","sX7MesG5XWu0XBFoeRbTDlsOzepqtw_SRtoFh8TNWjI"
"1","2026/02/03","2026/02/03請求分 支払い方法: Amazonギフトカードなど 注文番号: 250-5055221-4544645","4100","Amazonビジネス","未分類","未分類","","0","7YohQMHvgqgCwE05KNEKpGyCrY0V8uZkhOQlVafot6Y"
"0","2026/02/03","AMAZON.CO.JP","-150000","VIEW CARD","教養・教育","書籍","","1","Fq1ZiKt0rGUDgIU50Oq632PbOpq1-CRpiiBTeJmgNwg"
"1","2026/02/03","Amazonギフト券・Amazonショッピングカードの金額","5100","Amazon.co.jp","未分類","未分類","","0","HaRYASS74t8nV0THbxSmdGvo_iMiPiA1e2wrn_9Vdxs"
"1","2026/02/03","SHURE コンデンサー ラベリア マイクロフォン CVL-B-C-TQG 【国内正規品】 販売: Amazon.co.jp","-5100","Amazon.co.jp","未分類","未分類","","0","KpxpQa8qhbL4hK8FUodWPOCDxnMx8S5nMJ30VvybLx0"
"1","2026/02/03","Amazonギフトカード チャージタイプ","-150000","Amazon.co.jp","現金・カード","電子マネー","","0","FQj5GhVqjWRv5sZwq5ZrUNuMYGXxnC1fqcRECUfoYyg"
"1","2026/02/03","振込手数料","-145","【法人】住信SBIネット銀行","その他","雑費","","0","228F9cTZm-U48A51W7CguLgwcFY__ZfmrSdfR4GJE2E"
"1","2026/02/03","振込*エトウ アキヒロ","-91440","【法人】住信SBIネット銀行","未分類","未分類","","0","f4mxCUNtuARnoyEoj-JnTEuEvOr-VwGJ6AHs1YHwOGE"
"1","2026/02/02","マクドナルドモバイルオーダー","-700","d払い","食費","外食","","0","Z5qDpNg3zwyATOTwMrKXyjg1cC_Xy6ZxQ5W-KuqnY1w"
"1","2026/02/02","マクドナルドモバイルオーダー(ポイント利用分)","700","d払い","未分類","未分類","","0","7F8Jb5S3tKJaqCUs0ql7RaJhmuWjhuA97amOzB-Cxvs"
"1","2026/02/02","ダイダイ グランツリームサシ","-1382","楽天カード","未分類","未分類","","0","blj3eUM9cyM8dkNGXmqfhzi0aWO6jchwBaTM-4x70aY"
"1","2026/02/02","マツモトキヨシチエ-ンパパスム","-1763","楽天カード","日用品","ドラッグストア","","0","OrfQy5KEEoBlQsjNc38LAaIa9d6sc6JeRaYmmjpYNP4"
"1","2026/02/02","イト-ヨ-カド- グ","-2376","楽天カード","食費","食料品","","0","YJJUTHGU7MfxrqWcFRRZ7R_FC9_zEsZyzXo0uQ8PnJo"
"1","2026/02/02","ムジルシリヨウヒン","-487","楽天カード","日用品","日用品","","0","E3SYGqelFvhaq7Ug5JnNZpoNaJjo1vZm39_CC_kXIGk"
"1","2026/02/02","QP/マイバスケツト","-655","VIEW CARD","食費","食料品","","0","kSaN9Iozz4HfdwRSjsWBJ01uL0uPO3i8QrVfHcBRkp8"
"0","2026/02/02","AMAZON.CO.JP","-150000","VIEW CARD","教養・教育","書籍","","1","r0An8x0auKDuSQu0vUM093c2UIfMBzc3OTDlgKeVNxI"
"1","2026/02/02","Amazonギフトカード チャージタイプ","-150000","Amazon.co.jp","現金・カード","電子マネー","","0","29_TqCb18FP22VSBiw6yJ89PvTwYNNIxBU07oL8Bodk"
"1","2026/02/02","振込入金* キクチ ケンタ","200000","TB","未分類","未分類","","0","cAMRwGNiX1EmLuscXv6yu69Fr8eLQts2H_18I6vrPtk"
"1","2026/02/02","振込*キクチ ケンタ","-200000","SBI銀行","未分類","未分類","","0","KqQB9wrVcVNeAb_UNsoj4vPfNc79tQLZkHYKigz7weQ"
"1","2026/02/02","振込手数料","-145","【法人】住信SBIネット銀行","その他","雑費","","0","MOjzu2Q1q9m-AWvK_DE3knHBODrQOECijeMdWA0H_s0"
"1","2026/02/02","振込*テナントアシスト ウイン (カ","-3000000","【法人】住信SBIネット銀行","未分類","未分類","","0","ST1Hg4pR0U3GQTBfhV1vO8NyXixLCk8NUpQrAPtagto"
"0","2026/02/01","楽天24 ベビー館","-10400","楽天カード","未分類","未分類","","1","QUxe10ehToF1MjktpnOXqpuTmeg3SwO9lCYP9nQ2cqc"
