"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2026/03/18","口座振替 HC)ニホンジユウタクローン","-130668","SBI銀行","住宅","ローン返済","","0","4nGthF008xNYDUEiP5faI1FntgR8o3c81ONVS-fArN8"
"1","2026/03/18","Amazonギフト券・Amazonショッピングカードの金額","16996","Amazon.co.jp","未分類","未分類","","0","V7zWEBlSPqLeiqQdVpILe7f2xdenUgJUjD3zz4Isy2c"
"1","2026/03/18","VICTORINOX(ビクトリノックス) エボーク BS ALOX ブラック折りたたみ ナイフ 防災グッズ キャンプ アウトドア 取り外し可能なキャリークリップ付き 4機能を搭載したスイス製マルチツール プレゼント ギフト 十徳ナイフ 【国内正規品】 0.9415.DS23 販売: Amazon.co.jp","-16996","Amazon.co.jp","交際費","プレゼント代","","0","VgPfnCiTu08ZP3G6JraROWw0_F4FEhTgjzj4KJFTyTg"
"1","2026/03/18","Amazonギフト券・Amazonショッピングカードの金額","9191","Amazon.co.jp","未分類","未分類","","0","-FJ3qgCLqeFf3HAHPq01RndvQYTlCNg-g48WaouWPH0"
"1","2026/03/18","ROCCAT ゲーミングマウス Kone Air ワイヤレス 2.4GHz/Bluetooth ブラック/黒 電池寿命800時間/19K/オプティカルスイッチ/サイドボタン/サイドグリップ/119g(乾電池1個) 販売: manoha-lando","-9191","Amazon.co.jp","未分類","未分類","","0","-T_UEXpgb24fPJI9vlUS451AEmQs3AW2vKbvs5Ms2sk"
"1","2026/03/17","ギンザミツコシ","-5170","楽天カード","衣服・美容","衣服","","0","GLIz0gA_ik-k6R20sNpCDityKSH2UlddXQkGDZNRg-8"
"1","2026/03/17","ユニクロ/NFC","-4560","楽天カード","衣服・美容","衣服","","0","2l_UImRv-6u5HACBnNsqkvuUd9MOqQymcwiRGKrC-sk"
"1","2026/03/17","松屋 銀座店","-5478","麻梨奈三井住友カード","衣服・美容","衣服","","0","_Ok0aIAtMr1vjbYQ3vbHye9uBbYCGms0dPW_IBe05s8"
"1","2026/03/17","ALBION DRESSER 銀/NFC","-14300","麻梨奈三井住友カード","衣服・美容","衣服","","0","Zm9q6qOwAm33EX6Hm4FLvFu6jtATfCzdyGk1vzhhEIw"
"1","2026/03/17","振込*ミタニ エリナ","4000","麻梨奈SBI","未分類","未分類","","0","GfARnsMJJ7BR17uYaTn8dh2i4UfokeaZ5f4Jr0SxXdE"
"1","2026/03/17","Amazonギフト券・Amazonショッピングカードの金額","2145","Amazon.co.jp","未分類","未分類","","0","UWzXEKgo4JVsLOCYfzMUrd0fc4C4Ax7H2qvP2sDlQZM"
"1","2026/03/17","NARUMI(ナルミ) マグカップ ミラノ・デュオ 360cc ブルー 梅の花 バルーン型 ほっこりするデザイン プレゼント 電子レンジ温め 食洗機対応 ギフト箱入り 52442-2816 販売: Amazon.co.jp","-2145","Amazon.co.jp","食費","外食","","0","Hg7bPN6ZLhNz7p_I1a2YIZ8TYwsqJj8b2nD2apccRBk"
"1","2026/03/17","Amazonギフト券・Amazonショッピングカードの金額","1955","Amazon.co.jp","未分類","未分類","","0","HVPpSK8aDrnGYPkDOrEja9YIliLWQWNKfmELhe6gpP0"
"1","2026/03/17","NARUMI(ナルミ) マグカップ スプリング・フィールド(Spring Field) 330cc レッド 花柄 アネモネ 大きめ プレゼント 電子レンジ温め 食洗機対応 ギフト箱入り 52214-2956 販売: Amazon.co.jp","-1955","Amazon.co.jp","食費","食料品","","0","Now05i-nGSlqlBpF297pcMVch-mTGSUuyuFMPigdUYA"
"1","2026/03/17","振込*キクチケンタ","-1000000","【法人】住信SBIネット銀行","未分類","未分類","","0","PagMQJNH1L31PWQlc6UuURFNTrhvHSmbgfo8U3yE0c0"
"1","2026/03/17","振込*キクチホールデイングス(カ","1000000","SBI銀行","未分類","未分類","","0","wVqB_RFHVb0faKivWsDD7w2Pc-plpeA7MnSYnqzRV1A"
"1","2026/03/16","マクドナルドモバイルオーダー","-140","d払い","食費","外食","","0","LwGO3jE8CLvelOXmZUo7M7IqNCrIvlMHcN_mwyJ7xMs"
"1","2026/03/16","マクドナルドモバイルオーダー(ポイント利用分)","140","d払い","未分類","未分類","","0","bt_bkvmtUjdYJFVIHJucqUQ4s6ot9e5rIYUUumeyM5E"
"0","2026/03/16","楽天証券投信積立0.5%~","-99999","楽天カード","未分類","未分類","","1","MGxFNSdnhqOzW_eYAeW_Pr9zSry7jH0UTjNVUFLAKiI"
"1","2026/03/16","マイバスケツト","-322","楽天カード","食費","食料品","","0","idJxUggmgyZiu0I5wuRSbc-S14Goo5CMJKr9wmaglHc"
"1","2026/03/16","セリア セイユウトウヨウチヨウテン","-330","楽天カード","食費","食料品","","0","G8Ow6U8WO-1pgaUpzf5mi8B6dzsmzLyBfZtzPpfukzQ"
"1","2026/03/16","西友","-5247","楽天カード","食費","食料品","","0","mIvgbzvdMauODuh5EgtH5ODqcdzEK3blg50EZ5B-hQE"
"1","2026/03/16","Amazonギフト券・Amazonショッピングカードの金額","7980","Amazon.co.jp","未分類","未分類","","0","G7oLWKXC88Q7KqS4vJMfcNabnl70LKJHJBHf5HBd5is"
"1","2026/03/16","トミカプレミアム unlimited 01 ワイルド・スピード RX-7 販売: LOCATION","-7980","Amazon.co.jp","未分類","未分類","","0","s_ZAtKaniJ6tSC0oPf4xCq9YrNJDFsitGsCfUhYLmpU"
"1","2026/03/16","Amazonギフト券・Amazonショッピングカードの金額","5550","Amazon.co.jp","未分類","未分類","","0","VkcZYWIllMaJzhBdajpjsL1BMvOJDFG6gXTLFGitNNo"
"1","2026/03/16","ブラウン オーラルB D6015253P 販売: waowaoストア","-5550","Amazon.co.jp","未分類","未分類","","0","XlTl1qYPXvQz1h8KJGJuXMV2GNO_QsImZ_WsBIuqvsY"
"1","2026/03/16","Amazonギフト券・Amazonショッピングカードの金額","3500","Amazon.co.jp","未分類","未分類","","0","KzalQB1iXbuEoNyWe85Q4ocWs8nGDSy8i0UMgtPFlgs"
"1","2026/03/16","【任天堂ライセンス商品】PowerA コントローラー・チャージングベース for Nintendo Switch - ブラック【国内正規品 2年保証】 販売: ハナミスポーツ","-3500","Amazon.co.jp","趣味・娯楽","スポーツ","","0","psEX7scFUw4Yb_BXv-DxkVX5-dApY1gyhGDmMzfT5U8"
"1","2026/03/16","Amazonギフト券・Amazonショッピングカードの金額","7999","Amazon.co.jp","未分類","未分類","","0","hUrojchUdWLbsn-9jeXCDqAnMJo98aYyX5lXTfqIai4"
"1","2026/03/16","MT Mini ALICEパック 子供用 ミリタリーアーミースタイル 子供用リュックサック 販売: MilitaryAKmaxJP","-7999","Amazon.co.jp","未分類","未分類","","0","QBhcZLba-3o2NdRy8wUTVSY1JYUA0IbjGQqYRr0AnOs"
"1","2026/03/16","Amazonギフト券・Amazonショッピングカードの金額","11491","Amazon.co.jp","未分類","未分類","","0","TiXmrMeYgKfsljZyJeaByAPx7e9JbB7ivOE6LVObu8Y"
"1","2026/03/16","ケルヒャー(Karcher) コンパクト ハンディクリーナー CVH 3 Plus 1.198-423.0 販売: Amazon.co.jp","-11491","Amazon.co.jp","衣服・美容","衣服","","0","7GpYAwx5ya3SeKd9YMsLxhk049_fMKQN7GSt2PK8PYM"
"1","2026/03/16","Amazonギフト券・Amazonショッピングカードの金額","2124","Amazon.co.jp","未分類","未分類","","0","UBd7HDrnu2U2A9zUIB8hxZe_ueyorCBaC9K6ug7IJqY"
"1","2026/03/16","HARIO(ハリオ) リーフティポット クリア 実用容量700ml 耐熱ガラス プレゼント ギフト 贈り物 CHC-70T 販売: Amazon.co.jp","-2124","Amazon.co.jp","交際費","プレゼント代","","0","x0ZUbgT4LZ3AV7AEBrfgpzVFNubemZZNcnAsnXJK7sI"
"1","2026/03/16","フリカエ PAYPAY (S222603161749230A556)","-2000","麻梨奈SBI","未分類","未分類","","0","KeAFDnZosqvv7Ge5P5XU3sUkQrecZwc76u7sPA7pzd0"
"1","2026/03/16","振込*アマゾンジヤパン(ド (SLR6M41W7QRFDZKXS0DK)","10861","【法人】住信SBIネット銀行","未分類","未分類","","0","8xMBjtvouTnk9SnvkS7U8vUx1-TeCleKlmwhzjA-E7E"
"1","2026/03/15","マイバスケツト","-1072","楽天カード","食費","食料品","","0","Qm06r-P4T4BhHA3Bujtsi4WeILJm7_ZnsdWWqjp8jrw"
"1","2026/03/15","カブシキガイシヤポピンズ","-13418","楽天カード","未分類","未分類","","0","e3nLCBpgJwQVl26Z3hwImfepjQSGFmE5Rwn9ti8igdE"
"1","2026/03/15","カブシキガイシヤポピンズ","-14140","楽天カード","未分類","未分類","","0","OJ8k0NF583cPB3krsE_41RRUaVfMOmpETDZkU-3LwAU"
"1","2026/03/15","決算利息","166","【法人】城北信用金庫","収入","その他入金","","0","1G667Eo_4Y-N29z7BeHsE3mc5vMWPVYEQVSEYZmReds"
"1","2026/03/15","家族アルバム みてね","-267","麻梨奈三井住友カード","未分類","未分類","","0","w5Oi-ELPJ-E5-4zb_Z09nebXgYvXjvo-1seYEy1Yccg"
"1","2026/03/15","Amazonギフト券・Amazonショッピングカードの金額","4380","Amazon.co.jp","未分類","未分類","","0","DcCXfWK1FQRkL_rScZ1XZojPTZpg4P3sbwTHPmFB864"
"1","2026/03/15","トミーテック (TOMYTEC) ジオコレ64 1/64 #カースナップ18a パン屋 ABS・PVC製 人形・小物 (塗装済、一部組立済) + ダイキャスト製ミニカー セット 販売: ブックランド宇和島☆一つ一つ丁寧に出荷しています!!","-4380","Amazon.co.jp","未分類","未分類","","0","xqws1T-u0bh3uP2jEpZLPi8WAxGPYFIgu8t4zMeBxFE"
"1","2026/03/14","マクドナルドモバイルオーダー","-490","d払い","食費","外食","","0","kuwc_cezmjLWbxXBieThstKHTjzJaiv74cNT5EST5PU"
"1","2026/03/14","マクドナルドモバイルオーダー(ポイント利用分)","490","d払い","未分類","未分類","","0","zOUO5QnO7HHtv-D6_Kd3CqjjdiCkINcXfCBGE3ad6Ms"
"1","2026/03/14","楽天24 ベビー館","-21400","楽天カード","未分類","未分類","","0","IGq9kUwXgSjNACxMszomjZofjKRShLHhhfHibwe2d68"
"1","2026/03/14","マイバスケツト","-1793","楽天カード","食費","食料品","","0","vMz1vUwVVxagaYutyZ8-WgHTufafqhICjsmXpdVLlYQ"
"1","2026/03/14","マイバスケツト","-750","楽天カード","食費","食料品","","0","BaiI3wD8hQydulpm4oM-qFO9j8TA2mESJ0XDs4nR52g"
"1","2026/03/14","ポニ-クリ-ニングトウヨウサン","-4290","楽天カード","衣服・美容","クリーニング","","0","6P9X7Xu1sv5_AuMEmkyzD-XngmBWU67ao8U8fhK63q4"
"1","2026/03/14","コープ出資金","-500","麻梨奈三井住友カード","食費","食料品","","0","Pji5fQxMLrfyaRtFFeEeDGu2OzUH2a8K8xlpyb7f6bk"
"1","2026/03/14","Looopでんき","-4179","麻梨奈三井住友カード","水道・光熱費","電気代","","0","m_CTs57s6zQxilBBb8MhJvo1TiifLupob18-GyA4cdE"
"1","2026/03/14","振込手数料","-145","【法人】住信SBIネット銀行","その他","雑費","","0","LD-RD6xF7MaiIaaoeDLaCMSaYt07UNmno-DrxWlYsQw"
"1","2026/03/14","振込*キクチ モミジ","-252046","【法人】住信SBIネット銀行","未分類","未分類","","0","F5XjhuY8rdi3pe2NkPPax3iZ_na_k5HZe02pJHxzAmM"
"1","2026/03/14","振込*キクチ モミジ","5390","【法人】住信SBIネット銀行","未分類","未分類","","0","BT72KQ9etObdtA3JuCJjH9Lj-JrvDVPdCsANbz_Wsk4"
"1","2026/03/14","振込*キクチ モミジ","5390","【法人】住信SBIネット銀行","未分類","未分類","","0","Za1W4xfqAMZuoyMnbFe_58F6URa7Ycuif0_PSWQHrc0"
"1","2026/03/14","振込*キクチ モミジ","5390","【法人】住信SBIネット銀行","未分類","未分類","","0","uc565vay1CK_XdoQetB-wQvTTyPCoVVbcUeo9WktoKA"
"1","2026/03/14","振込*キクチ モミジ","5390","【法人】住信SBIネット銀行","未分類","未分類","","0","pyekdnoPMV9Eu35rXp-IycaD04QAX6DgdQmGufGiDnY"
"1","2026/03/14","振込*キクチ モミジ","5390","【法人】住信SBIネット銀行","未分類","未分類","","0","p9pi8yRhIcyrqZu7euMr2gtMDc2XFBdWznViaLsoM2I"
"1","2026/03/14","振込*キクチ モミジ","5390","【法人】住信SBIネット銀行","未分類","未分類","","0","qMUakqQIH9rPv8G9Q3fv1UlFIgxdvW0snihQT1tHUXQ"
"1","2026/03/13","マツモトキヨシチエ-ンパパスミ","-1231","楽天カード","日用品","ドラッグストア","","0","4m0mgUVPV5iPNsFwYfbZxVjoEAlVUBn8473gY1G13Ok"
"1","2026/03/13","株式会社Luup","-290","VIEW CARD","交通費","交通費","","0","59cXAgO7cQhyAoDJ5fAAfLMvWuDjCTrwJN8-b_LzGQk"
"1","2026/03/13","Amazonギフト券・Amazonショッピングカードの金額","33334","Amazon.co.jp","未分類","未分類","","0","kkcdduZ4KnrJjy1NO5vaKxI12hvBigUNQl6TU1KciMU"
"1","2026/03/13","Austrian Audio / OC16 単一指向性コンデンサー・マイクロフォン 販売: イシバシ楽器","-33334","Amazon.co.jp","趣味・娯楽","映画・音楽・ゲーム","","0","AbcEl4LZmZsjG21ntEErgvbIEeQQvBnu5lr80sUYcsg"
"1","2026/03/13","振込*ミタニ エリナ","2500","麻梨奈SBI","未分類","未分類","","0","yjNC92WNyA7CRCgCB_pcw47qRTOj4ElNoSHzG5SqMeg"
"1","2026/03/13","OPENAI *CHATGPT SUBSCR","-3627","MB","未分類","未分類","","0","GnfSOJa9N9jpfxKwVBui81nysHCj77HlW_yDo-1Wij8"
"0","2026/03/13","SBI証券投信積立サービス","-50000","麻梨奈三井住友カード","未分類","未分類","","1","cIlioq9U6LaYhSf4HUxBYbRVq_JIIGsPXVe3FKjY1sY"
"1","2026/03/13","振込*キクチケンタ","-50000","【法人】住信SBIネット銀行","未分類","未分類","","0","95N_P7KFk8mbtLOGhVzlg0BMpRk3CtGiNdcpAKLbpLo"
"1","2026/03/13","振込*キクチホールデイングス(カ","50000","SBI銀行","未分類","未分類","","0","eDERgMiwwfWKLfWg-ZHC6yfUMwQKNOZyk1J_1fxMFLo"
"1","2026/03/12","マクドナルドモバイルオーダー","-540","d払い","食費","外食","","0","5ROAJHt8jElTvBbbxoRtL3BhdRdZCdEjOHlGBXOfA54"
"1","2026/03/12","マクドナルドモバイルオーダー(ポイント利用分)","540","d払い","未分類","未分類","","0","I_vq6IOe8Vtgy6pM-Dfy0kgfOqqzmD-FBjkxoGw83S8"
"1","2026/03/12","マクドナルドモバイルオーダー","-300","d払い","食費","外食","","0","gH-vfz7OdDKP7aFF_AHyUHUTj5OPcTVe3OsbqP1KZJI"
"1","2026/03/12","マクドナルドモバイルオーダー(ポイント利用分)","300","d払い","未分類","未分類","","0","yQAZqetKNHFNkYcgBMwXXWA_iHU55h1-duAl6zykKxM"
"1","2026/03/12","西友","-6323","楽天カード","食費","食料品","","0","-6Q63WXusxiMnFS65Phl3LFFyeM_zYcMAijvw_Btfhw"
"1","2026/03/12","クスリノフクタロウチヨウザイ","-2690","楽天カード","日用品","ドラッグストア","","0","dheU21eC908YWK4QIcJDQbg49QS1eIUTvRENgveQffs"
"1","2026/03/12","トウホウサライ/NFC","-4000","楽天カード","未分類","未分類","","0","CNphygFx5yqugLZPgz6g6SvI2N41dzFWtJGDuj586wQ"
"1","2026/03/12","ナガタイイン","-1390","楽天カード","未分類","未分類","","0","vMK5fJM6TY6kp78r3tDrMRbtxBtORTmJ92Dv0kCgLqU"
"1","2026/03/12","株式会社Luup","-310","VIEW CARD","交通費","交通費","","0","4TF4We5Ync_zcA9FJq8qa8hsMDZFo_BiBq46iohSxoQ"
"1","2026/03/12","大宮駅 オートチャージ(モバイル)","-5000","VIEW CARD","現金・カード","電子マネー","","0","C0QuYmKgffxPpMRMIz6L5j-QynrCs85ZLWWSoXZMREU"
"1","2026/03/12","タイムズカー 東京都 品川区","-4180","MB","その他","事業経費","","0","HjaW2JCPVA_CBW4YUjPtDHBgMujyqWDrsBCrNiSwiL4"
"1","2026/03/12","ラクテンモバイルツウシンリヨウ","-2162","麻梨奈三井住友カード","通信費","携帯電話","","0","5ixQCzLRcav4DsJKsKODzNlmjB5buzOLhIt3OZMMc5w"
"1","2026/03/12","Amazonギフト券・Amazonショッピングカードの金額","32800","Amazon.co.jp","未分類","未分類","","0","FTdcDSrglZmGmhnGwrebrLRw_z2KsFScwv2x-2WKYwg"
"1","2026/03/12","ニンテンドー3DS LL (ミントXホワイト) 販売: Lugalto公式【インボイス発行事業者】","-32800","Amazon.co.jp","未分類","未分類","","0","beqDc3SBfwV3uOjeqedSSmonpebYwgyj4RhNm8qZlmk"
"1","2026/03/12","Amazonギフト券・Amazonショッピングカードの金額","23200","Amazon.co.jp","未分類","未分類","","0","2dD7XuqaznvnyCfkfWknSryL4f_Dpc2KDC3FL62S4YM"
"1","2026/03/12","パナソニック 4Kチューナー TU-BUHD100 販売: エムケーケー※ご購入前に期限(コンディション欄に記載)をご確認ください","-23200","Amazon.co.jp","未分類","未分類","","0","S6Fre-8kICKR_yj7zc8EtT3LzzShbLMvoqw77USuwnA"
"1","2026/03/11","マクドナルドモバイルオーダー","-140","d払い","食費","外食","","0","4LJMrdMT9g7IjTzA4h2H_UK0jHs-gaumSAViLsIOuBw"
"1","2026/03/11","マクドナルドモバイルオーダー(ポイント利用分)","140","d払い","未分類","未分類","","0","0jUru59RrYlC7poTNn5jx6Ey4ByE1amMedqtcCd1Twk"
"1","2026/03/11","マクドナルドモバイルオーダー","-390","d払い","食費","外食","","0","j1QuTonhBmUqZlC4_PeVNk53hVpp8HJwPzpGMnxbwys"
"1","2026/03/11","マクドナルドモバイルオーダー(ポイント利用分)","390","d払い","未分類","未分類","","0","vKBbARD35-a12g9_eGoZGUaDCd689asNQChyNEBL260"
"1","2026/03/11","SQ*ウイム","-7100","楽天カード","未分類","未分類","","0","nVjHeOvk5l5UpOCXDBbJlB6QT6f7feeuuHkYUSpq3v0"
"1","2026/03/11","すき家 モバイルオーダー","-1220","麻梨奈三井住友カード","食費","食費","","0","o8hB3AMGko9stAVMaxs-4pLwX4WlrxmJspZs8af24fE"
"1","2026/03/11","JR東日本モバイルSuica","-3000","麻梨奈三井住友カード","交通費","電車","","0","r06yyn2PUHpD-Gxfd_GtJ_sWTF3N00Wbjgbw2eLSykQ"
"1","2026/03/11","Amazonギフト券・Amazonショッピングカードの金額","1980","Amazon.co.jp","未分類","未分類","","0","quhln89X-W39caUDU7qCrAo_9Rwe1Ks6F5YR59BGPpg"
"1","2026/03/11","Haakaa シリコーン搾乳器 (100ml) 専用フラワーストッパー付 ブレストポンプ 母乳コレクター さく乳器 ハンズフリー 搾乳機 自動搾乳 (オレンジ) 販売: SHOP ReEN","-1980","Amazon.co.jp","未分類","未分類","","0","hsE6AqJs6q2mV2-4p2GR4iQBMfxMSfnamBHn5QRnNnE"
"1","2026/03/11","Amazonギフト券・Amazonショッピングカードの金額","39780","Amazon.co.jp","未分類","未分類","","0","o0eXJhlboG_e_Q_lSKSL04Z5pVtEdO411w9x58fj6e4"
"1","2026/03/11","[カシオ] CASIO メンズ 腕時計【G-SHOCK】スカイコックピット電波ソーラー◆GW-3000M-4A(GW-3000M-4AJF同型) [逆輸入品] 販売: GROSS(株式会社グローイング)","-39780","Amazon.co.jp","未分類","未分類","","0","oRvjLXY9qUp63XXvVkLxAxM0AkU5ISBP7f4pypwne2M"
"1","2026/03/11","Amazonギフト券・Amazonショッピングカードの金額","17160","Amazon.co.jp","未分類","未分類","","0","x5Zqx4FRvcvi5Dpp65RobxvnM2J_lFnFGaWT4x_t3Yg"
"1","2026/03/11","Anker Eufy SoloCam S340(屋外防犯カメラ)【ソーラー充電 / 360°撮影可能/パンチルト / 460万超高画素 / 3K画質 / 防犯対策/デュアルレンズカメラ / 8倍ズーム / ワイヤレス対応/連続給電可能/バッテリー搭載 / 2.4 GHz Wi-Fi / IP55 防塵防水/追加料金不要 】 販売: Amazon.co.jp","-17160","Amazon.co.jp","未分類","未分類","","0","zfYBb9t8pcIo6klSaWF9PMp9okoiVJJyK-J2Rbcv3p4"
"1","2026/03/10","ローソン文京本郷七丁目","-268","d払い","食費","食料品","","0","v4ablpp_gkX6pIDtEbnx53vu_ggAV6WJvisHGiq9LJA"
"1","2026/03/10","ローソン文京本郷七丁目(ポイント利用分)","268","d払い","未分類","未分類","","0","leuAKDKGjdVhb8NeYMl2zku5Zdygx-ZABL3C5AhbKg8"
"1","2026/03/10","ローソン文京本郷七丁目","-803","d払い","食費","食料品","","0","lR4TivaM8BWy-bYGC5iHOQiqS80StfrRtD5VpsksJ0I"
"1","2026/03/10","ローソン文京本郷七丁目(ポイント利用分)","803","d払い","未分類","未分類","","0","byM80wqXYqJ9kt_Ju4MNPlBeIylKoAVN1OQNXSfVA1Y"
"0","2026/03/10","アメリカン.エキスプレス.インタ-ナシヨナル.インコ-ポレイテツド","-39600","RB2","現金・カード","カード引き落とし","","1","fHzh-q6lMZPk_eNQTYkkBNnAaj8ZtXxf3ufmgTVYzLA"
"1","2026/03/10","ユニクロ/NFC","-990","楽天カード","衣服・美容","衣服","","0","ZouNQzOs94-knPBGhuvsGcDEPbuY3YgJk3h6rcYc24o"
"1","2026/03/10","GU MODE楽天市場店","-5157","楽天カード","未分類","未分類","","0","IH2FXPxcGA5ppdlNhgIxhgyC4hDiyBp0LvsMjDRBbZw"
"1","2026/03/10","ゆうちょ銀行 八三八 普通預金 2461453 ヒラカ ユウシ(依頼人名:キクチ ケンタ 振込予定日:2026年03月10日 管理番号:20260310-05505684)","-152320","RB1","未分類","未分類","","0","iOdVRce5wiee8LZBrSzqAM_-GYLNs4iIzETN4oE-e30"
"1","2026/03/10","QP/シヨツケンケンバイキ ジエイエムエ","-1250","VIEW CARD","交通費","電車","","0","oGtTOdg0g2oLgf6pc0HK9Ed3J84aUOEKrAHCr5avryA"
"1","2026/03/10","株式会社Luup","-230","VIEW CARD","交通費","交通費","","0","yzqxru4BhiK7hvm2mco9Mhg1g-P3cJioQYF4KlghC_Y"
"1","2026/03/10","手数料 FB基本料","-1100","【法人】城北信用金庫","その他","雑費","","0","UNZLiHyFguNIhvng-ldoRSyhdUoN0ms1rLirJiFBGU8"
"1","2026/03/10","2月分 KDDIご利用料金","-4179","麻梨奈三井住友カード","通信費","携帯電話","","0","p3C-Xrn3xn1ffIEJIfnZSUH0zAJCeBax7qoLoywETbo"
"1","2026/03/10","Amazonギフト券・Amazonショッピングカードの金額","2291","Amazon.co.jp","未分類","未分類","","0","DNOPoNe10DqQL7IVBpkoecwohndJxZnV2L_JHSm7MPk"
"1","2026/03/10","BRIO (ブリオ) 列車車庫 33574 対象年齢 3歳~ 【おもちゃ 玩具 木製おもちゃ 列車 レールセット 情景パーツ プレゼント(誕生日/クリスマス)】 販売: Amazon.co.jp","-2291","Amazon.co.jp","日用品","日用品","","0","50Taqzxftb75aonocDlI6R1WXrRGe6dg8YrTKzNa2kE"
"1","2026/03/10","Amazonギフト券・Amazonショッピングカードの金額","6980","Amazon.co.jp","未分類","未分類","","0","xslpFBLGlXQe5Agg_BJ0kYAnMCazAijfiuFaDO5Lvcc"
"1","2026/03/10","Razer Pro Click Mini ワイヤレス マウス 2.4GHz Bluetooth 静音 メカニカルスイッチ 無線 12,000DPI Razer 5G光学センサー 7ボタン 【日本正規代理店保証品】 RZ01-03990100-R3A1 White 販売: Amazon.co.jp","-6980","Amazon.co.jp","未分類","未分類","","0","dUGzv0QHvCml1aWyLMhtHdmi3KmfMWwc4-x6cuewjys"
"0","2026/03/10","口座振替 アメリカン・エキスプレス","-51023","SBI銀行","現金・カード","カード引き落とし","","1","9qH91KQWv_mXv0Kxz6rQ6H9WfVhjqurfGDcymeipf7Y"
"1","2026/03/09","マツクスバリユカントウ シヨクヒ","-1375","楽天カード","食費","食料品","","0","zIUm2ac_CoShiAADSPVj8GA-t3FTfQum_PZDUriBLUk"
"1","2026/03/09","ミナミスナマチシヨツピングセン","-5610","楽天カード","食費","外食","","0","4r_Fp14hHC4Q0LkujSIhGYUgwgZELN_6JDpllIAgvzI"
"1","2026/03/09","カブシキガイシヤポピンズ","-13418","楽天カード","未分類","未分類","","0","NkeICo3rgsj6OzoSknibTot5P7572OvD-_GhoemZBuw"
"1","2026/03/09","ユニクロ/NFC","-2490","楽天カード","衣服・美容","衣服","","0","DELXJrRoDVLr_791TQdYdUHfAT9GHbxZoQ30-2B2PSg"
"0","2026/03/09","AMAZON.CO.JP","-150000","VIEW CARD","教養・教育","書籍","","1","wwZh3U-h4B79Emgz21B-5I4-7oXm6VVy7klq6eF96ec"
"1","2026/03/09","サイゼリヤ","-600","VIEW CARD","食費","外食","","0","7EcWgMB59Xjm8cLB81ny2Xtikx3I7AanCPTDvOx663s"
"1","2026/03/09","Amazonギフト券・Amazonショッピングカードの金額","36500","Amazon.co.jp","未分類","未分類","","0","p-P5iKiHZhcWBn-1mPi_YGFXVmwE33QHKFt6ZulX9oA"
"1","2026/03/09","MSI ロープロファイル対応 グラフィックスカード GEFORCE GTX 1050 TI 4GT LP 販売: ノースフォワード","-36500","Amazon.co.jp","未分類","未分類","","0","KkYBxfehcdWT1zjDg3ztmftvUqc3Gm3Sd3KlBQi40po"
"1","2026/03/09","Amazonギフト券・Amazonショッピングカードの金額","22000","Amazon.co.jp","未分類","未分類","","0","VswEOHT4VFtHSn6lzY4hR6Ui0IAd46DWqfngx7bz0lU"
"1","2026/03/09","SONY 有線 密閉型スタジオモニターヘッドホン 黒 MDR-CD900ST 販売: 伊東商事","-22000","Amazon.co.jp","未分類","未分類","","0","DYKBHkhgSEHi6acuN6ayIthCaDdPPPKVcDeTwFcSPFU"
"1","2026/03/09","Amazonギフト券・Amazonショッピングカードの金額","8799","Amazon.co.jp","未分類","未分類","","0","YUedOf0wRkbtsVgoARTG5L8QJgb-wkvv8VbWNPJVnCc"
"1","2026/03/09","EMEET Luna Plusスピーカーフォン 会議用 2023年アップグレード版 マイクスピーカー 8つのマイク 360 全方向集音 ノイズキャンセリング 10人まで対応 web会議マイク USB2.0/Bluetooth 5.3/Dongle適用 連結機能 双方向通話 集音マイク オンライン会議・テレワーク・在宅勤務 Skype/Zoom/Teams/通話アプリ対応 販売: EMEET直営店-JP","-8799","Amazon.co.jp","通信費","情報サービス","","0","8kBdz4sW2-okpTUfEFcwOUwi9rkoeJTldR35ztA-2Ro"
"1","2026/03/09","Amazonギフト券・Amazonショッピングカードの金額","7980","Amazon.co.jp","未分類","未分類","","0","XTAhLsansiRFrJz6PXu6u3v-6fBhqnBfSMyeUQCMRwg"
"1","2026/03/09","妖怪ウォッチ3 スシ/テンプラ バスターズTパック - 3DS 販売: STAR-SELLER【適格請求書発行店】","-7980","Amazon.co.jp","食費","外食","","0","sO7rOSg5_NqWBSfulscRS0Ick69bh4j9kNmBfU0KAaQ"
"1","2026/03/09","Amazonギフト券・Amazonショッピングカードの金額","3859","Amazon.co.jp","未分類","未分類","","0","nMJq29MkgctJJZT5ML-fhkBwF49fRRVP_vXMTy7J73M"
"1","2026/03/09","カバヤ(Kabaya) シルバニアファミリーミニシリーズ ガム/食玩【BOX販売/8個セット】 販売: Amazon.co.jp","-3859","Amazon.co.jp","未分類","未分類","","0","pHS9JO4thLuG2Erd6LTTQ5mBu1VFDGtv0emSSdD1k60"
"1","2026/03/09","Amazonギフトカード チャージタイプ","-150000","Amazon.co.jp","現金・カード","電子マネー","","0","pUszhH_uRh_iMvDCmZrF4et8J7OncuUVSsR9sNkdof4"
"1","2026/03/08","マクドナルドモバイルオーダー","-290","d払い","食費","外食","","0","cTthGkBa5e8RWS6KUdHmf4rAk3AuW5admnFJ6BayXK8"
